0,0,27,23,0,0,0,0,0,0
0,27,0,27,23,0,0,0,0,0
0,69,0,0,27,23,0,0,0,0
0,0,0,0,69,65,0,0,49,0
0,0,0,47,46,47,47,0,49,0
0,0,49,0,49,48,0,48,0,0
0,0,0,0,15,17,0,0,0,0
0,0,0,18,0,0,18,0,0,0
0,0,0,16,0,0,17,0,0,0
0,0,1,1,0,0,1,1,0,0
0,0,78,0,0,0,0,0,0,0
0,79,78,75,0,0,0,0,0,0
0,79,78,74,0,79,79,0,0,0
0,0,75,74,0,69,69,0,0,0
0,0,69,0,0,77,75,76,0,0
0,0,69,69,69,76,76,74,0,0
0,0,0,0,0,76,74,73,0,0
0,0,0,0,77,75,0,77,74,0
0,0,0,0,75,76,0,73,74,0
0,0,0,70,70,0,0,0,70,70
0,0,0,0,0,0,0,0,0,0
0,0,0,49,49,0,0,0,0,0
0,0,0,69,69,0,0,0,0,0
0,0,0,49,48,75,0,74,0,0
0,74,75,48,73,76,74,73,0,0
0,74,72,47,72,75,75,74,0,0
0,74,72,40,72,72,74,72,0,0
0,72,0,0,0,72,0,0,72,0
0,72,0,0,0,72,0,0,72,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,79,0,0,0
0,0,0,27,0,0,69,78,0,0
0,0,0,26,26,0,68,0,77,0
0,0,0,66,66,0,67,0,76,0
0,0,0,26,25,25,68,25,77,0
0,0,27,25,24,0,67,0,76,0
0,0,0,27,27,27,66,0,75,0
0,0,0,75,72,0,67,0,76,0
0,0,0,75,0,72,68,77,0,0
0,0,75,75,0,72,78,0,0,0
0,0,0,0,0,75,0,0,0,0
0,0,9,8,7,6,5,4,0,0
0,0,0,9,8,7,6,5,4,0
0,0,0,9,8,7,6,5,4,0
0,0,0,9,8,7,6,5,4,0
0,0,9,8,7,6,5,4,0,0
0,0,0,0,0,75,73,0,0,0
71,71,71,71,71,71,71,71,71,71
0,71,72,72,72,72,72,72,71,0
0,0,71,71,71,71,71,71,0,0
